"","terr_id","year","territory","final_year","extinction","count_cities"
"279","0C0017",1367,"Capet-Anjou (u.a. Polen)",1398,0,2
"280","0C0017",1368,"Capet-Anjou (u.a. Polen)",1398,0,3
"281","0C0017",1369,"Capet-Anjou (u.a. Polen)",1398,0,3
"282","0C0017",1370,"Capet-Anjou (u.a. Polen)",1398,0,22
"283","0C0017",1371,"Capet-Anjou (u.a. Polen)",1398,0,22
"284","0C0017",1372,"Capet-Anjou (u.a. Polen)",1398,0,21
"285","0C0017",1373,"Capet-Anjou (u.a. Polen)",1398,0,21
"286","0C0017",1374,"Capet-Anjou (u.a. Polen)",1398,0,21
"287","0C0017",1375,"Capet-Anjou (u.a. Polen)",1398,0,20
"288","0C0017",1376,"Capet-Anjou (u.a. Polen)",1398,0,20
"289","0C0017",1377,"Capet-Anjou (u.a. Polen)",1398,0,20
"290","0C0017",1378,"Capet-Anjou (u.a. Polen)",1398,0,20
"291","0C0017",1379,"Capet-Anjou (u.a. Polen)",1398,0,20
"292","0C0017",1380,"Capet-Anjou (u.a. Polen)",1398,0,20
"293","0C0017",1381,"Capet-Anjou (u.a. Polen)",1398,0,20
"294","0C0017",1382,"Capet-Anjou (u.a. Polen)",1398,0,20
"295","0C0017",1383,"Capet-Anjou (u.a. Polen)",1398,0,20
"296","0C0017",1384,"Capet-Anjou (u.a. Polen)",1398,0,20
"297","0C0017",1385,"Capet-Anjou (u.a. Polen)",1398,0,20
"298","0D0029",1567,"Grafen von Diez (Hessen)",1602,0,1
"299","0D0029",1568,"Grafen von Diez (Hessen)",1602,0,1
"300","0D0029",1569,"Grafen von Diez (Hessen)",1602,0,1
"301","0D0029",1570,"Grafen von Diez (Hessen)",1602,0,1
"302","0D0029",1571,"Grafen von Diez (Hessen)",1602,0,1
"303","0D0029",1572,"Grafen von Diez (Hessen)",1602,0,1
"304","0D0029",1573,"Grafen von Diez (Hessen)",1602,0,1
"305","0D0029",1574,"Grafen von Diez (Hessen)",1602,0,1
"306","0D0029",1575,"Grafen von Diez (Hessen)",1602,0,1
"307","0D0029",1576,"Grafen von Diez (Hessen)",1602,0,1
"308","0D0029",1577,"Grafen von Diez (Hessen)",1602,0,1
"309","0D0029",1578,"Grafen von Diez (Hessen)",1602,0,1
"310","0D0029",1579,"Grafen von Diez (Hessen)",1602,0,1
"311","0D0029",1580,"Grafen von Diez (Hessen)",1602,0,1
"312","0D0029",1581,"Grafen von Diez (Hessen)",1602,0,1
"313","0D0029",1582,"Grafen von Diez (Hessen)",1602,0,1
"314","0F0025",1375,"Folkunga (Schweden)",1386,0,12
"315","0F0025",1376,"Folkunga (Schweden)",1386,0,12
"316","0F0025",1377,"Folkunga (Schweden)",1386,0,12
"317","0F0025",1378,"Folkunga (Schweden)",1386,0,12
"318","0F0025",1379,"Folkunga (Schweden)",1386,0,12
"319","0F0025",1380,"Folkunga (Schweden)",1386,0,12
"320","0F0025",1381,"Folkunga (Schweden)",1386,0,12
"321","0F0025",1382,"Folkunga (Schweden)",1386,0,12
"322","0F0025",1383,"Folkunga (Schweden)",1386,0,12
"323","0F0025",1384,"Folkunga (Schweden)",1386,0,12
"324","0F0025",1385,"Folkunga (Schweden)",1386,0,12
"325","0F0027",1408,"Fürstenberg-Wolfach",1489,0,2
"326","0F0027",1409,"Fürstenberg-Wolfach",1489,0,2
"327","0F0027",1410,"Fürstenberg-Wolfach",1489,0,2
