"","city_id","year","city","terr_id","territory","final_year","extinction","count_cities","count_diff","real_wage","welfare_ratio"
"216",6001,1385,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"217",6001,1386,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"218",6001,1387,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"219",6001,1388,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"220",6001,1389,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"221",6001,1390,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"222",6001,1391,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"223",6001,1392,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"224",6001,1393,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"225",6001,1394,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,-1,NA,NA
"226",6001,1395,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,0,NA,NA
"227",6001,1396,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,0,NA,NA
"228",6001,1397,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,0,NA,NA
"229",6001,1398,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,0,NA,NA
"230",6001,1399,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,0,NA,NA
"231",6001,1400,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,0,NA,NA
"232",6001,1401,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,1,NA,NA
"233",6001,1402,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"234",6001,1403,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"235",6001,1404,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"236",6001,1405,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"237",6001,1406,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"238",6001,1407,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"239",6001,1408,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"240",6001,1409,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"241",6001,1410,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"242",6001,1411,"Hamburg","S037","Sachsen-Lauenburg",1688,0,32,0,NA,NA
"243",6001,1412,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,-1,NA,NA
"244",6001,1413,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,0,NA,NA
"245",6001,1414,"Hamburg","S037","Sachsen-Lauenburg",1688,0,31,0,NA,NA
